username,user id,access hash,name,group,group id
fortunesupport,6096164662,-6515358324888987611,Iury Slots 💸🍀💄,1986270883
MariaJoaquina_bot,5924891992,3802138859307578471,Iury Slots 💸🍀💄,1986270883
lisregina,1363391105,866536261920919373,Iury Slots 💸🍀💄,1986270883
amandasayara,6269796389,-1746788811729871360,Iury Slots 💸🍀💄,1986270883
iuryyp,1085663633,-2063557632082755931,Iury Slots 💸🍀💄,1986270883
luiz_du,1706628677,896106298476269402,Iury Slots 💸🍀💄,1986270883
try9588,5659115957,6001063549473604856,Iury Slots 💸🍀💄,1986270883
Gleycymartins17,5013114533,-1932792001732486811,Iury Slots 💸🍀💄,1986270883
anaflaviaacr,1009959932,-7541245460335647558,Iury Slots 💸🍀💄,1986270883
Geisypires,6041037316,-1418430791044296578,Iury Slots 💸🍀💄,1986270883
shayyvieira,1497724458,-4836532883579642761,Iury Slots 💸🍀💄,1986270883
vanessanat19,1180120692,-6677047401553799604,Iury Slots 💸🍀💄,1986270883
Jucisilva12,5894188722,5603228573877321068,Iury Slots 💸🍀💄,1986270883
Bibi1304,5858520254,-6960465646609792314,Iury Slots 💸🍀💄,1986270883
thy_mendes,5426617973,-6867067271151430678,Iury Slots 💸🍀💄,1986270883
monkeybro1818,6030696400,-60893374395753238,Iury Slots 💸🍀💄,1986270883
linessousa,1001139943,-4405901511283769964,Iury Slots 💸🍀💄,1986270883
Caroleanna,1272934779,8854813206335186238,Iury Slots 💸🍀💄,1986270883
karlalf30,1417818781,-7345710277102017845,Iury Slots 💸🍀💄,1986270883
renathinhaneves,5747124441,-7541198949399737345,Iury Slots 💸🍀💄,1986270883
Pablocis,5558885579,-4575458766749955509,Iury Slots 💸🍀💄,1986270883
napitoh,1946423880,8277659539356786617,Iury Slots 💸🍀💄,1986270883
Joyce_oliveira27,6101005230,-5469171429832859332,Iury Slots 💸🍀💄,1986270883
tiagosouzab,2131501937,77659334220858118,Iury Slots 💸🍀💄,1986270883
Day_lopes9,2082918231,8895530897081401260,Iury Slots 💸🍀💄,1986270883
layanesoousa,1219928582,-62612527574790331,Iury Slots 💸🍀💄,1986270883
Saragomess,5009766463,-23852370603764318,Iury Slots 💸🍀💄,1986270883
andrax1993,5989464629,6301064241090447800,Iury Slots 💸🍀💄,1986270883
felipe054,5478453104,7618759853022533863,Iury Slots 💸🍀💄,1986270883
Barbaraaguiar,772160600,-8698880282558100585,Iury Slots 💸🍀💄,1986270883
je_waltrick,5997106548,5948487362636049906,Iury Slots 💸🍀💄,1986270883
caminhada_de_purificacao,6193318816,-3164290213354433894,Iury Slots 💸🍀💄,1986270883
oisoioiA,1677045484,-8364186613347188555,Iury Slots 💸🍀💄,1986270883
Dara_Britoo,2052423385,-8318550319513261655,Iury Slots 💸🍀💄,1986270883
cissy03,1347154309,8984020466507813049,Iury Slots 💸🍀💄,1986270883
dqwdqwq,5848638065,897487372710998953,Iury Slots 💸🍀💄,1986270883
Yara_brandao,5844792421,-5283655798903520656,Iury Slots 💸🍀💄,1986270883
Junfei1,6074909100,-7574312907250447449,Iury Slots 💸🍀💄,1986270883
Suportetec03,1898541762,-8025385807684252864,Iury Slots 💸🍀💄,1986270883
Naomiwingo,5191730005,-6200788363548065574,Iury Slots 💸🍀💄,1986270883
miryamdez,5653195266,9171399372905414276,Iury Slots 💸🍀💄,1986270883
Raphaelribeiroc,5979053273,7230394679562926015,Iury Slots 💸🍀💄,1986270883
lorenfreitasr,2005508143,2090053352329819638,Iury Slots 💸🍀💄,1986270883
euadriano_jr,1451416915,-571699686620399044,Iury Slots 💸🍀💄,1986270883
Luizmiguel09,6067853783,-3841615385131830724,Iury Slots 💸🍀💄,1986270883
gnip005,5952831840,3996495864891017931,Iury Slots 💸🍀💄,1986270883
Mayra_mps,1099028228,3233906595624748355,Iury Slots 💸🍀💄,1986270883
Ludimila_cassimiro28,1837796274,-2359692898232404287,Iury Slots 💸🍀💄,1986270883
noelda_lima,5849194574,-1726932425600503085,Iury Slots 💸🍀💄,1986270883
kat_rodrigues,5366860428,7345386514887040472,Iury Slots 💸🍀💄,1986270883
Valeskadsilva,5646076752,6869239453801410798,Iury Slots 💸🍀💄,1986270883
Janaina_Sampaio9,6237387117,7430670311364928148,Iury Slots 💸🍀💄,1986270883
Railanemacenas,6205697226,4772711940426330587,Iury Slots 💸🍀💄,1986270883
crislayne10,1811450285,2949357921905751891,Iury Slots 💸🍀💄,1986270883
Primarques_lash,1092392885,7561451251791525008,Iury Slots 💸🍀💄,1986270883
NataliaDourado,1631293755,-7119407417405290261,Iury Slots 💸🍀💄,1986270883
br3nax,2019533032,-8986706068567443473,Iury Slots 💸🍀💄,1986270883
pradotheuane,5741017572,-6231168854001047321,Iury Slots 💸🍀💄,1986270883
marllalorena,1303247710,-1795541355692737808,Iury Slots 💸🍀💄,1986270883
tassiohenriques,1171184968,-7574977886666598114,Iury Slots 💸🍀💄,1986270883
RHILASR,5256877030,2497751564243862957,Iury Slots 💸🍀💄,1986270883
beka_silva02,2133876006,-8828138608187030054,Iury Slots 💸🍀💄,1986270883
Mariiah05,5406745225,-1125248145166507676,Iury Slots 💸🍀💄,1986270883
anaribeirotattoo,1360230065,-3756685417711752086,Iury Slots 💸🍀💄,1986270883
Gabriel_Almeida97,1935547440,4762559398435672645,Iury Slots 💸🍀💄,1986270883
wan_fenton,5264354478,5105081319775698206,Iury Slots 💸🍀💄,1986270883
Beta1976,1315277107,1774640748425059663,Iury Slots 💸🍀💄,1986270883
Paulinaguimaraes,1042936038,-6697115650449741260,Iury Slots 💸🍀💄,1986270883
IuryFerraz,1148440376,868980061597626982,Iury Slots 💸🍀💄,1986270883
Josiane_teixeira31,1016859547,-616409978466822822,Iury Slots 💸🍀💄,1986270883
fernandoramoss,1143115313,-4831006731213985803,Iury Slots 💸🍀💄,1986270883
mareanaas,1767361174,1021821750629045808,Iury Slots 💸🍀💄,1986270883
Deanylima,6122479200,6175417760332966632,Iury Slots 💸🍀💄,1986270883
majuqueirozp,1766569844,-2039861947582319879,Iury Slots 💸🍀💄,1986270883
Maribporto,713315805,-5495949271859398025,Iury Slots 💸🍀💄,1986270883
katrina988,6053875582,2796651167158812835,Iury Slots 💸🍀💄,1986270883
Jhessika_vasconcellos,1030544620,6687249632667278680,Iury Slots 💸🍀💄,1986270883
Djdo1,1773266369,609114078177838783,Iury Slots 💸🍀💄,1986270883
Vanessacristina21,922306257,-7879666103759009464,Iury Slots 💸🍀💄,1986270883
Enf_livia,5407836618,-3403752146303722312,Iury Slots 💸🍀💄,1986270883
Vitlorranny,994279558,-1146016283260425392,Iury Slots 💸🍀💄,1986270883
Estefanesants,6282862463,-2512679806064642739,Iury Slots 💸🍀💄,1986270883
DaraVitoriaC,1538268592,-4496975427399200696,Iury Slots 💸🍀💄,1986270883
karollinynv,1107314147,1975867871825732294,Iury Slots 💸🍀💄,1986270883
rayssaoliveira02,1713759217,-5925720328163879907,Iury Slots 💸🍀💄,1986270883
Luccas_oliveiraoo,5570238295,-7211632033032379425,Iury Slots 💸🍀💄,1986270883
walla099,969034586,5770395326183635149,Iury Slots 💸🍀💄,1986270883
graciany,5472161869,-346019546244302210,Iury Slots 💸🍀💄,1986270883
loh_Alvx,5649407619,1237128474189286489,Iury Slots 💸🍀💄,1986270883
Fragoso_nubia,5884768010,-8670156232975294748,Iury Slots 💸🍀💄,1986270883
Milenacristhyne,2053043145,-2247582399603973849,Iury Slots 💸🍀💄,1986270883
Sbedoria,6112830769,-1835242261292106432,Iury Slots 💸🍀💄,1986270883
suyvilanova,5597939955,7075448236037656592,Iury Slots 💸🍀💄,1986270883
Cris1997zb,6048773968,370184203961330765,Iury Slots 💸🍀💄,1986270883
adrianapessoa,1520123842,8055962419571079771,Iury Slots 💸🍀💄,1986270883
Mirandapollly,5488124124,4796902383128046485,Iury Slots 💸🍀💄,1986270883
Iarley34,5391183052,7524747710603633672,Iury Slots 💸🍀💄,1986270883
niveasandess,6050443354,4440192572423151016,Iury Slots 💸🍀💄,1986270883
anamarialvees,798553470,-3075098439586988464,Iury Slots 💸🍀💄,1986270883
erinabraga,6063904349,-6452425204668643107,Iury Slots 💸🍀💄,1986270883
Slotvip_off,1454259842,-3290333774236901983,Iury Slots 💸🍀💄,1986270883
AllejandroLucka,1405822405,3490071328434769446,Iury Slots 💸🍀💄,1986270883
Karlalemes,5584471801,-5540318801973781522,Iury Slots 💸🍀💄,1986270883
Samiraalves,6052059455,-8769653065195893250,Iury Slots 💸🍀💄,1986270883
lunacarvalho,1075386228,-4781295261388581679,Iury Slots 💸🍀💄,1986270883
Rayci,638674671,3343407566519666729,Iury Slots 💸🍀💄,1986270883
brendapazlandim,991902003,477813150829948550,Iury Slots 💸🍀💄,1986270883
mlaurence,883557528,-1882576349653257020,Iury Slots 💸🍀💄,1986270883
vivianepeleja,1821488927,6732810520149085700,Iury Slots 💸🍀💄,1986270883
kilderre,1902127046,3805223518517096317,Iury Slots 💸🍀💄,1986270883
alinemaceds,1034828849,-7135047935492624950,Iury Slots 💸🍀💄,1986270883
FabianaHigashi,5827064756,-8754651039693762903,Iury Slots 💸🍀💄,1986270883
andreyclay26,5961170064,627346808909928380,Iury Slots 💸🍀💄,1986270883
barbaragomesf,2088115669,-1266945981140585599,Iury Slots 💸🍀💄,1986270883
thl96,847833196,-2784797010002250055,Iury Slots 💸🍀💄,1986270883
Quez1a,1122568514,-1060622372981771803,Iury Slots 💸🍀💄,1986270883
JessikaOliveira_confeitaria,1095112686,2727770199118377581,Iury Slots 💸🍀💄,1986270883
mirellamontelo,5804558656,5759413455836292985,Iury Slots 💸🍀💄,1986270883
moacyraguiar,1747992185,-4890733315418852119,Iury Slots 💸🍀💄,1986270883
ligialinharesmoraes,1072915199,1289787524848911613,Iury Slots 💸🍀💄,1986270883
Deboracasas,1294155624,7888384462228654766,Iury Slots 💸🍀💄,1986270883
becatag,6244304211,-2734576265443929658,Iury Slots 💸🍀💄,1986270883
Carollynee,6156989144,6356999256171885237,Iury Slots 💸🍀💄,1986270883
KarolayneSA,1429793723,763563806470445781,Iury Slots 💸🍀💄,1986270883
Personal_Vini,1652627239,3630363567132790898,Iury Slots 💸🍀💄,1986270883
Drysoouuuza,1821931718,-8570120052858091846,Iury Slots 💸🍀💄,1986270883
Ingridhilgert,5275948425,-8869124817133847986,Iury Slots 💸🍀💄,1986270883
Adinayram,990727214,-4959716235060444439,Iury Slots 💸🍀💄,1986270883
